post_id,registrationNumber,body
5c233f88a4791700013bfe54,00086,"Alors vous en êtes où ? Qui parmi vous a réussi à résoudre l'énigme et trouver le projet phare de l'année 2019 ? 😄
"
5c2353d6a4791700013bfe5d,00086,"Pour rappel : ça se passe aujourd'hui à 15h dans nos locaux !
Pour tout savoir sur les avantages de notre nouvelle couverture sociale 😉"
5c23a804a4791700013bfe60,00086,Félicitations! vous avez bien mérité cette victoire! Bonne chance à tous nos collaborateurs pour les prochains jeux 😉
5c249374a4791700013bfe62,00032,"Happy Birthday Sabour 🎂🧁🍰
"
5c249b44a4791700013bfe67,00011,Happy birthday à nos deux collaborateurs :) 
5c25e58da4791700013bfe81,00086,"Que la santé, la joie, la chance et la réussite nous accompagnent tout au long de cette nouvelle année !
Joyeuses fêtes et bonne année 2019 🎊🎁😄
PS:  le 1er janvier 2019 sera accordé exceptionnellement un jour férié chômé payé 😉
"
5c29f3a9a4791700013bfe8b,00003,Ca bosse jusqu'à la dernière seconde de 2018
5c29f5a3a4791700013bfe8c,00093,"Pour cette année nouvelle, je vous souhaite
Des joies simples,
Des horizons infinis.
Un agenda bien rempli
Des projets plein la tête
Des rêves en pagaille
De belles perspectives… 
Une merveilleuse année !!!
"
5c2a0299a4791700013bfe90,00037,Dernier déjeuner 2018 !!
5c2a0b93a4791700013bfe92,00132,
5c2a0b93a4791700013bfe93,00132,
5c2a0b93a4791700013bfe94,00132,"L'équipe Service vous souhaite une bonne Année :) 
#Accretio #TheDreamTeam #Welcome2019"
5c2c86eca4791700013bfea0,00040,Je vous souhaite une excellente année 2019 pleine de belles choses positives.
5c2dc7c5a4791700013bfeab,00104,"Le succès n’est pas la clé du bonheur. Le bonheur est la clé du succès. Si vous aimez ce que vous faites, vous réussirez. Albert Schweitzer   
Good morning"
5c2de384a4791700013bfead,00058,"La différence entre faire un effort quotidien et ne rien faire du tout.
**Un petit effort quotidien fait la différence**"
5c2ded63a4791700013bfeb1,00025,"Souhaitons la bienvenue à ma voisine de bureau, notre nouvelle Advyteamienne Hanen Gharbi !"
5c2df272a4791700013bfeb9,00011,Pas de chocolat pour nous mais de la Pâte de coing faite par ma chef de projet (coing 100% bio de son jardin) A essayer...  #Apec 
5c2e1227a4791700013bfec1,00033,HAPPY BIRTHDAY to our colleagues Majid Jelliti & Alexis Larnaud ! 
5c2e1509a4791700013bfec4,00066,Joyeux Anniversaire Ibn Battûta :D Plein de belles choses ! 
5c2e2ba9a4791700013bfece,00118,"Joyeux Anniversaire Alexis!
Les HR Ladies te souhaitent beaucoup de bonheur pour cette nouvelle année.
#HRLadies"
5c2e38e5a4791700013bfed2,00037,"WON !!
très heureux de vous annoncer la signature du deal CIPI ACTIA Tunisie, qui fait partie du groupe ACTIA  (maison mère ARDIA) un des leaders mondiaux dans la fabrication de l’électronique dans les domaines de l’Automative et des Télécommunications. Le groupe ACTIA est implanté dans 16 pays à travers le monde.
* Deal type: On premises
* Périmètre: Full scope
* Nbre de dossiers: 850

Merci à tous ceux qui ont contribué à cette réussite ! 
"
5c2e3a08a4791700013bfed3,00115,"Encore de bonne nouvelles pour clôturer une année pleine de challenges! Advyteam change d'assureur pour encore plus d'avantages au profit de nos collaborateurs.
Tous les détails sur le tableau de remboursement ainsi que les Best Practice sont disponibles sur le Help Desk."
5c2e3cada4791700013bfed8,00037,"Won again !!
Nous comptons désormais le groupe Cafés Ben Yedder parmi nos clients.
Ben Yedder est le leader national de distribution de café.
Il s'agit de 3 sociétés: Ben Yedder, BONDIN et GHEZALA (Chemia).
Ils font partie du groupe familial pluri-sectoriel Ben Yedder ( Amen Banque, COMAR, Amen Santé, ENNAKL Automobile, PARENIN CATERPILLAR,...)
* Deal Type:  On-premises
*  Périmètre: Full scope
* Nbr de Dossiers: 600

Merci à tous ceux qui ont contribué à ce succès !
"
5c2f5a10b58b660001571a3a,00086,"Advyteam se lance dans les actions sociales et a besoin de vos avis. Nous vous invitons à répondre au sondage RSE partagé sur la rubrique ""sondage"", vous avez jusqu'au 16 janvier pour nous faire part de vos réponses !"
5c2f7d9db58b660001571a8f,00085,Les soldats de L'INFRA !! 
5c3338c3b58b660001571afe,00002,"Chers advyteamiennes et advyteamiens, passion, innovation et partage sont les ingrédients pour une année 2019 placée sous l'excellence. Je vous souhaite à tous une excellente et heureuse année pour vous ainsi que les personnes qui vous sont chères !"
5c33545ab58b660001571b0f,00118,Bienvenue à bord Aws !! Nous sommes heureux de te compter parmi nous !!!  
5c335afb82d1ac0001020781,00070,La famille Advyteam Academy s'agrandit :) Souhaitons la bienvenue à Dhouha Kalleli!
5c336d2f82d1ac0001020793,00115,Bienvenue au club Asma!! Nous sommes heureux de t'accueillir parmi la belle équipe d'Advyteam
5c33995482d1ac000102079c,00003,Bonne année 2019. From BU Conseil IT with love...
5c35c2d082d1ac00010207cb,00085,Nos  félicitions Pour Mohamed Sahbi Bahroun !!  
5c35c43482d1ac00010207cc,00014,Welcome back Younes !!!!!!!!!!!!!
5c3609ae82d1ac00010207e3,00057,Concentrés
5c370e6882d1ac00010207f8,00011,Quoi de mieux que de se réunir autour d'une bonne galette ! A mardi :)
5c371a7b82d1ac00010207fb,00064,"Une signature de contrat ça se fête toujours et plus particulièrement celui ci autour d'un sacré dîner . L'opportunité s'est donc présentée hier soir avec la signature d'un protocole d'accords avec nos chers amis d'HLP venus de Nantes pour faire la promotion de notre solution. Ils auront toujours une place spéciale pour nous car ce sont les 1ers a avoir cru en nous et en notre potentiel et n'ont pas ménagé leurs efforts (humain et financier) pour qu'on grandisse ensemble.  Beaucoup de perspectives s'offrent à nous puisque outre les deals ramenés ensemble, nous mettrons rapidement la solution en place chez eux. Nous négocions actuellement une exclusivité de l'offre Accretio pour toute la profession comptable et des projets de BPO sont également dans les cartons. 
J'en profite encore une fois pour remercier toutes les équipes Accretio, la team Business, les services, la R&D, et toutes celles et tout ceux qui nous trouvent tous les jours des solutions à nos tracas. "
5c3749a882d1ac0001020809,00114,"Bonjour à tous,

J'ai le plaisir de vous annoncer que le portail santé de l'assurance Maghrebia est actif, vous pouvez y accéder sur le lien ci-dessous. Pour ouvrir votre compte veuillez utiliser les identifiants que vous avez reçu sur vos boîtes mail.
https://portail.magassur.com.tn/sante/login.jsp

Veuillez insérer votre numéro de CIN dans votre profil sous la rubrique ""pièce d'identité"" 

Bonne journée à tous!"
5c374e9282d1ac0001020819,00086,"
J-6 avant la clôture du sondage! On compte sur vous pour répondre avant cette date 🙂"
5c37550982d1ac000102081c,00010,"A la rencontre de nos clients et partenaires au salon des applications RH du CISIRH à la STATION F 

#SIRH, #modernisation, #Innovation"
5c3767b082d1ac0001020820,00118,"Mohamed Ben Abdallah a grandi et hier il a quitté le nid!!!
Toute l'équipe RH est heureuse de te voir grandir et te souhaite beaucoup de succès pour la suite!!!
Bon vent et bon courage !!!"
5c376c1d82d1ac0001020827,00058,"Hella, un avant goût :D "
5c3b73a682d1ac000102085a,00139,"Un dîner et une soirée mémorable avec Mme Isabelle ALLELY et Mr Stéphane DUHAZE , nos partenaires de Roosevelt groupe .Merci de nous avoir fait découvrir cet endroit au cadre magique ....."
5c3cbadb82d1ac000102085b,nan,
5c3cbadb82d1ac000102085c,nan,
5c3cbb6b82d1ac000102085e,nan,
5c3cbb6b82d1ac000102085f,nan,
5c3cbb6b82d1ac0001020860,nan,
5c3cbb6b82d1ac0001020861,nan,
5c3cbb6b82d1ac0001020862,nan,
5c3cbb6b82d1ac0001020863,nan,
5c3cbb6b82d1ac0001020864,00009,
5c3db1cb82d1ac000102086b,00086,J-1 pour nous faire part de vos réponses !
5c3dc91682d1ac000102086e,00095,"Des mesures plutôt astucieuses 😀

https://www.santeplusmag.com/cette-entreprise-accorde-aux-employes-qui-ne-fument-pas-6-jours-de-vacances-supplementaires/ "
5c3de4da82d1ac0001020870,00011,La seule fille dans l'équipe :) un coucou de l'apec ! 
5c3df03f82d1ac0001020874,00089,"Nous sommes très heureux que vous ayez Rejoint notre équipe, bienvenue à Bord Sofiene!"
5c3e01b582d1ac000102087c,00039,"Bonjour à Tous,
 
Dans le cadre de la politique RH d'Advyteam, nous vous informons que la campagne des évaluations annuelles professionnelles de l'année 2019 (portant sur l'exercice 2018) se déroulera  à partir de la semaine prochaine.
 
Cet exercice sera l’occasion pour chaque collaborateur d'évaluer sa performance, ses points forts ainsi que ses axes de progression. C'est aussi un moment privilégié pour échanger avec votre manager et revenir sur ce que vous avez accompli en 2018 .
 
Vos managers reviendront très rapidement vers vous pour:

•	Convenir la date et l'heure de l’entretien annuel professionnel (prévoir +/- 1 heure).
•	Envoyer les documents suivants: 
o	Vos supports d’évaluation de l'année 2018 pour faire votre auto-évaluation qui est un élément déterminant de la préparation de l'entretien .
o	Vos supports d’évaluation de l'année 2017 (si existante).
o	Vos fiches de poste (en cas de besoin).
L'évaluation annuelle est un moment clef dans le parcours professionnel de chaque personne. Prenez le temps pour vous préparer (Manager / collaborateur) adéquatement.
 
Nous vous souhaitons un bon déroulement des évaluations et n'hésitez pas à me solliciter ainsi que vos managers pour plus d'information afin de réussir ce projet ensemble.

Un guide est à votre disposition dans le Help Desk pour vous expliquer en détail le déroulement de cette campagne

Bien à vous"
5c3e0dcd82d1ac0001020884,00125,"Je tiens à te souhaiter la bienvenue parmi nous, Zoubeir !"
5c3eea4c82d1ac0001020891,00011,
5c3eea4c82d1ac0001020892,00011,
5c3eea4c82d1ac0001020893,00011,
5c3eea4c82d1ac0001020894,00011,
5c3eea4c82d1ac0001020895,00011,
5c3eea4c82d1ac0001020896,00011,
5c3eea4c82d1ac0001020897,00011,
5c3eea4c82d1ac0001020898,00011,
5c3eeae982d1ac000102089a,00011,
5c3eeae982d1ac000102089b,00011,
5c3eeae982d1ac000102089c,00011,
5c3eeae982d1ac000102089d,00011,
5c3eeae982d1ac000102089e,00011,
5c3eeae982d1ac000102089f,00011,
5c3eeae982d1ac00010208a0,00011,
5c3eeae982d1ac00010208a1,00011,
5c3eeae982d1ac00010208a2,00011,Nos rois ont été élus hier dans la bonne humeur et dans une ambiance conviviale :) Merci à tous ceux qui étaient présents et à l'année prochaine avec une nouvelle galette et un nouveau roi (on espère une reine) ! #galetteDesRois #Advyteam #BU_IT
5c3ef94c82d1ac00010208a9,00052,https://www.parlonsrh.com/le-storytelling-rh-ou-la-science-du-recrutement/
5c3f05ef82d1ac00010208af,00093,
5c3f3b5a82d1ac00010208b4,00138,A la conquête de la Cote d'Ivoire
5c3f3ba682d1ac00010208b5,00138,Amine en mode endoctrinement 
5c3f3bef82d1ac00010208b6,00138,Amine en mode endoctrinement V2
5c3f48ad82d1ac00010208c0,00003,On s'occupe bien de Mohamed...
5c403c5e82d1ac00010208d7,00051,Quand Hamza admire Accretio !!!
5c40a89782d1ac00010208e0,00115,"Hello tout le monde!
Le calendrier des Jours Fériés de l'année 2019 du groupe Advyteam est disponible dans la rubrique Helpdesk!"
5c41f67182d1ac00010208e5,00138,une dernière demo pour la route
5c41f9f882d1ac00010208e6,00095,Jiji bonne chance dans ta nouvelle aventure. Tu vas nous manquer 😘
5c459be382d1ac00010208ed,00114,Bon retour Ayadi et Hamdellah 3ala slemtek <3
5c459e3b82d1ac00010208f0,00086,"Préparez-vous les Advyteamiens ! Profitez de ce moment de partage ! 
Voici le lien you tube du spot du process d'évaluation de l'année 2018-2019 
https://youtu.be/SNnJeWlXmHQ"
5c45c14c82d1ac00010208f9,00114,"Bonjour les advyteamiens,
Pour tous ceux qui n'ont pas encore enregistré leurs numéros de CIN sur le portail d'assurance Maghrebia ,merci de le faire le plus tôt possible sachant que le compte sera actif après 24 H de la date de l'introduction de la CIN.

Bien à vous"
5c45e30f82d1ac00010208fc,00103,"Toujours de bonne humeur !
#AfterWork#Team#IT"
5c45eab982d1ac00010208fe,00086,Accueillons notre nouveau bébé Advyteamien !
5c45ef6282d1ac0001020900,00095,joyeux anniversaire hela!
5c4616cb82d1ac0001020908,00038,"When you are lucky enough to capture a full moon, my canon is always with me for such moments ...
https://www.youtube.com/watch?v=u1xNLeUCnqI"
5c46e6d464710a0001857501,00002,"Chers advyteamiens de France, êtes-vous prêt pour notre ""FAMILY DAY"" de ce dimanche ? plusieurs surprises vous attendent :) 
PS : le comité de dégustation de vos spécialités maisons s'impatiente pour désigner le top chef d'Advyteam !"
5c47a3da64710a000185750a,00064,"J'ai le plaisir de vous annoncer qu'Accretio est présent sur un nouveau pays et un nouveau marché avec le Luxembourg !! C'est fait ! Nous avons conclu un accord qui fait de RH Expert notre 1er client luxembourgeois et notre partenaire sur ce marché. 
RH Expert est un acteur clé de la RH au Luxembourg avec plus de 1 000 références, une couverture RH qui de tous les domaines y compris l'Académie et l’Associatif.  Ils comptent parmi leurs clients, toutes les chaines de grande distributions (Carrefour et autre), les banques, les assureurs.
Je tiens à tous vous remercier pour votre aide et votre support et un special thanks to Houda, Zamen et Maissa pour leur aide précieuse. 
Le monde est à nous. "
5c484a7164710a0001857520,00052,"Matin	23	janvier
Œuvre	d'art
Pourquoi	ne	pas	essayer	de	faire	de	sa	vie	une	œuvre	d'art	?"
5c484e4f64710a0001857521,00118,"Le petit bout de chou est enfin parmi nous!! 
Toute la famille Advyteam est heureuse pour toi Zoubeir, qu'il remplisse vos cœurs d’amour et de bonheur ! 
Félicitations !!!"
5c4883d864710a0001857529,00079,She did it 
5c48b8b164710a0001857539,00032,La vie autrement 🤪🤪🍾
5c4970fa64710a000185753f,00089,Happy Imen! le sourire angélique  qui éclaire le bureau des HR Ladies
5c49863464710a0001857550,00058,Notre sourire est notre trésor.
5c49ed1764710a000185756f,00139,"Avec notre CFO groupe .
C’était un réel plaisir de vous rencontrer.J’ai été particulièrement impressionnée par votre professionnalisme et votre gentillesse  .
Merci

"
5c4ac25564710a0001857579,00118,"La campagne d'évaluation bat son plein!
Chers Managers et chers collaborateurs assurez vous que vous avez suivi vos check listes respectifs!
Bon entretien à tous!"
5c4accb564710a000185757a,00003,Le vendredi c'est sacré..
5c4aea0e64710a000185757c,00052,Sur ce Bon vendredi :)
5c4af0d964710a000185757d,00053,"Revivez en images les coulisses de la présentation d'Accretio auprès de notre partenaire HLP à Nantes.
""Un super outil"", ""Extraordinaire"", ""Très original"", ""Bien organisé"", ... Ce sont les commentaires de nos partenaires! 😀 Encore une fois Bravo à TOUTE l'équipe! 
The best is yet to come 😉
https://youtu.be/mlm7euoJgEI"
5c4b27c364710a0001857583,00053,"Accretio démarre l’année 2019 en beauté, avec la signature d’un partenariat avec RH Expert, cabinet n°1 en conseil RH au Luxembourg.😎
Good Job !!
https://www.accretio.io/actualites-fr/accretio-signe-partenariat-rh-expert/"
5c4b567f64710a0001857584,00103,#IT#INFRA#WE#ROCK#
5c4c831064710a000185758d,00002,Family day loading !  
5c4efd2664710a0001857590,00052,"""Le but n'est pas tout. Chaque pas vers le but est un but. 
Ce sont tous les petits buts qui font le but.""

~Confucius~"
5c4f0b9464710a0001857592,00001,"Chers Advyteam'iens,
Depuis la première levée de fonds réalisée en mars 2017, Advyteam est en évolution constante. La mise en place d'une organisation structurée début 2018, a permis d'apporter beaucoup d'efficacité et de retrouver le chemin de la croissance qui s'établit à un niveau de +35% par rapport au chiffre d'affaires de l'année 2017. 
En 2019, nos ambitions sont encore plus grandes et nos challenges le sont autant. Une nouvelle structure juridique et des changements ont été apportés à l'organisation du Groupe. La première (nouvelle structure juridique) a pour objectifs de préparer une 2ème levée de fonds en 2019, ainsi que la possibilité de renfort du Groupe par des nouveaux talents et notamment sur les nouvelles activités.
La deuxième (changement d'organisation) a pour objectif de continuer à apporter encore plus de fluidité et d'efficacité en fonction du développement du Groupe.
La première affiche ci-après présente la nouvelle structure juridique du Groupe avec les nouveautés suivantes :

- La création d'Accretio Tunisie, filiale d'Accretio France, qui regroupera l'ensemble des collaborateurs travaillant sur la BU Accretio à Tunis.

- Le changement de dénomination sociale d'Advyteam Maroc en Accretio Maroc et sa filialisation à Accretio France.

- La création d'Advyteam Advanced Technology, filiale d'Advyteam Group, qui sera dédiée à l'activité IT 

- La création d'Advyteam Outsourcing Services, qui sera dédiée à la nouvelle activité de BPO lancée début 2019. 

Cette nouvelle structure sera accompagnée naturellement d'adaptation au niveau de l'organisation et de l'affectation contractuelle des collaborateurs. Le service RH prendra contact avec les collaborateurs concernés pour les démarches administratives nécessaires."
5c4f0d1164710a0001857593,00011,
5c4f0d1164710a0001857594,00011,
5c4f0d1164710a0001857595,00011,
5c4f0d1164710a0001857596,00011,
5c4f0d1164710a0001857597,00011,
5c4f0d1164710a0001857598,00011,
5c4f0d1164710a0001857599,00011,
5c4f0d1164710a000185759a,00011,
5c4f0d1164710a000185759b,00011,
5c4f0d1164710a000185759c,00011,
5c4f0d1164710a000185759d,00011,
5c4f0d1164710a000185759e,00011,
5c4f0d1164710a000185759f,00011,
5c4f0d1164710a00018575a0,00011,
5c4f0d1164710a00018575a1,00011,
5c4f197c64710a00018575a3,nan,
5c4f197c64710a00018575a4,nan,
5c4f19d764710a00018575a6,nan,
5c4f19d764710a00018575a7,nan,
5c4f19d764710a00018575a8,00001,"Chers Advyteam'iens,
La restructuration juridique mettant les bases de croissance et de développement du Groupe, s'accompagne d'une nouvelle organisation pour booster cette ambition de croissance.

Les principales nouveautés :

- La nomination d'Ali Ben Brahim en tant que BU Manager d'Accretio MEA (territoire géographique Middle East- Africa). Il sera responsable du développement de l'activité Accretio sur cette région (chiffre d'affaires, rentabilité, management des opérations et des équipes). En parallèle, Ali conservera la responsabilité du management du Delivery Center Accretio à Tunis et qui servira à desservir l'ensemble des projets Accretio Groupe.

- La nomination d'Amine Ben Hmida dans le poste de Chief Marketing Officer du Groupe. Il aura la lourde et ambitieuse responsabilité de diriger l'activité Marketing dans l'objectif suprême de positionner de manière structurelle nos produits et solutions en leader du marché par l'étude des stratégies produits (développement des offres, ciblage, avantages concurrentiels, etc.) et par la promotion de notre image de marque et de notre identité (communication).

- Le lancement d'une nouvelle activité de BPO, avec l'externalisation de la paie et de la comptabilité française. Cette BU naissante sera dirigée par moi même avec le support d'Ali Ben Brahim en charge du management des opérations du Delivery Center BPO.

Bonne chance à Ali et Amine dans leurs nouvelles fonctions. Avec le développement du Groupe, d'autres postes seront ouverts et à prévoir sur les prochains mois/années. Notre politique et notre ADN tend toujours à favoriser la promotion interne prioritairement. Nous comptons donc sur vous ! "
5c50103064710a00018575ae,00011,
5c50103064710a00018575af,00011,
5c50103064710a00018575b0,00011,
5c50103064710a00018575b1,00011,
5c50103064710a00018575b2,00011,
5c50103064710a00018575b3,00011,
5c50103064710a00018575b4,00011,
5c50103064710a00018575b5,00011,
5c50103064710a00018575b6,00011,
5c50103064710a00018575b7,00011,
5c50103064710a00018575b8,00011,
5c50103064710a00018575b9,00011,
5c50103064710a00018575ba,00011,
5c50103064710a00018575bb,00011,
5c50103064710a00018575bc,00011,
5c50103064710a00018575bd,00011,
5c50103064710a00018575be,00011,
5c50103064710a00018575bf,00011,"Un avant-goût de notre Family Day tant attendu ! Merci aux personnes présentes, on a passé un agréable après midi.
À bientôt et au prochain event :)
PS : on vous communiquera bientôt le lien Drive de toutes les photos.
#Advyteam  #Family Day2019"
5c50322464710a00018575c8,00093,"J'ai l’immense plaisir de vous annoncer le Go-Live d’Enda TAMWEEL qui aura lieu cet après-midi.
Je tiens à remercier tous ceux qui ont contribué de près ou de loin à la réussite du lancement de ce projet.
Je souhaiterais aussi souligner l’esprit d’équipe et l’engagement de l’ensemble des équipes.
Un grand Merci.
"
5c5042f464710a00018575ce,00130,Welcome Hamma! :D :D
5c504df564710a00018575d1,nan,
5c504df564710a00018575d2,nan,
5c504df564710a00018575d3,nan,
5c504df564710a00018575d4,nan,
5c504df564710a00018575d5,nan,
5c504df564710a00018575d6,nan,
5c504df564710a00018575d7,00012,Ma première publication 😍😍😍😍 
5c50677f64710a00018575e4,00093,Le GO LIVE en Live !!!!!
5c506bb664710a00018575e5,00052,"«Commence par faire le nécessaire, puis fais ce qui est possible. Tu réaliseras l'impossible sans t'en apercevoir.»
Saint François d'Assise"
5c5154b864710a00018575f4,00085,"Congrats Akrem Louil !!
Au suivant !!"
5c5181ec64710a00018575fa,00070,
5c5181ec64710a00018575fb,00070,
5c5181ec64710a00018575fc,00070,Positive vibes on the air!
5c52b20964710a0001857609,00011,"Joyeux anniversaire Asma, on te souhaite que du bonheur <3 
Passe une bonne journée !"
5c52d41f64710a000185761c,00052,:)
5c52fedb64710a0001857623,00003,Joyeux anniversaire Marion!
5c530de264710a000185762c,00064,Projet intégration Accretio chez Chesneau c'est parti !! Ils sont entre de bonnes mains avec notre champion Younes. Bon courage à lui :) 
5c5313e764710a0001857634,00038,
5c54038a64710a0001857642,00070,Déjà une année et ce n'est que le début! Je vous aime 😍😍
5c540d8564710a0001857649,00072,Thank YOU it is a blast 
5c5432e864710a0001857653,00138,en démo chez la bridge bank côte d' ivoire
5c580fe764710a0001857670,00092,"Bonjour,
L'équipe Connect et tout les membres d'Accretio souhaitent la bienvenue à notre nouveau collaborateur Hechem. 
Welcome :)"
5c58115864710a0001857671,00086,
5c58115864710a0001857672,00086,
5c58115864710a0001857673,00086,
5c58115864710a0001857674,00086,
5c58115864710a0001857675,00086,
5c58115864710a0001857676,00086,
5c58115864710a0001857677,00086,
5c58115864710a0001857678,00086,"Souhaitons la bienvenue à nos stagiaires PFE !
#FirstdayPFE#Advyteam#"
5c58158964710a000185767b,00125,Bienvenue Tarak !
5c58211c64710a0001857681,00093,"https://www.linkedin.com/company/enda-tamweel/
Un grand merci à Enda pour la coopération, et la publicité ;)"
5c594fc464710a0001857697,00032,"Joyeux anniversaire Zeinouba 🎂🎂🍾 Que de bonheur, de réussite et d’amour 😘😘"
5c5bfd8964710a00018576b2,00003,Myriam Abassi merci ce soleil merci pour ce petit Dej
5c5c170864710a00018576b4,00040,Excellente journée à toutes et à tous...
5c5d3f8164710a00018576b8,00003,
5c5d3f8164710a00018576b9,00003,
5c5d3f8164710a00018576ba,00003,
5c5d3f8164710a00018576bb,00003,
5c5d3f8164710a00018576bc,00003,Le gilets jaunes ont perdu! Mais ils ont très bien joué! Merci à tous pour cet ambiance chaleureuse et conviviale.
5c5d922a64710a00018576c3,00142,"ça bosse par ici  #Accretio #AdvyteamAcademy 
"
5c5d933564710a00018576c4,00002,La BU SIRH s'agrandit ! nous somme heureux d'accueillir Mariem CHABCHOUB qui vient renforcer l'équipe par son expertise SIRH et en pilotage de projet.
5c5dccd964710a00018576d1,00072,"We weekend like this, how about you ! 😋😋😋"
5c5fdef664710a00018576d5,00032,"Happy birthday cher Amen 🎂🎂 🍾🍺
"
5c61931a64710a00018576e3,00034,joyeux anniversaire chère #Nesrine_Chourou ❤
5c62813e64710a00018576f7,00011,
5c62813e64710a00018576f8,00011,
5c62813e64710a00018576f9,00011,
5c62813e64710a00018576fa,00011,"Happy Birthday Amen. On te souhaite tous un joyeux anniversaire et plein de succès ! 
@Tarek Ben Mohamed tu valides  les photos? :p"
5c62845f64710a00018576fb,00032,
5c62845f64710a00018576fc,00032,
5c62845f64710a00018576fd,00032,
5c62845f64710a00018576fe,00032,
5c62845f64710a00018576ff,00032,"Happy Birthday to you dear Brother, move forward to growth, laugh at yourself and enjoy the ride; wishing you happy days ahead 🎂🎂
#Brother_from_another_mother
"
5c62a39364710a0001857713,00006,"Nous sommes très heureux d'accueillir Ghada LAKANI parmi nos consultants de la BU SIRH.
Welcome Ghada :-)"
5c62f04f64710a000185771f,00056,"Our boss is THE BEST !
Merciii :)"
5c62f4aa64710a0001857720,00064,Alexis en mode show time !! (Démo à distance avec une grosse industrie) 
5c63010c64710a0001857726,00011,Joyeuse fête à notre collègue Mahmoud pour son anniversaire :) On te souhaite beaucoup de bonheur et de succès ;) 
5c6326a664710a000185772b,00126,
5c6333ad64710a000185772d,00126,
5c63d61a64710a0001857734,00118,"Joyeux Anniversaire à notre ravissante Meriem Abbassi.
Les HRLadies te souhaitent beaucoup de belles choses pour ce nouveau chapitre de ta vie.
#HRLadies #BirthdayCelebration"
5c63f68864710a000185773a,00052,"“Si vous vous concentrez sur le succès, vous ressentirez le stress. Mais si vous recherchez l’excellence, le succès sera garanti.” Deepak Chopra"
5c652e5b64710a000185774b,00040,Excellente journée à tous les Advyteamiens et Advyteamiennes !
5c65533564710a0001857750,00039,"Des cafés partagés dans nos locaux, des beignets, des fricassés, des pizzas et même des grillades, on mange beaucoup c'est vrai ! Mais on bosse encore plus et de grands projets assurés grâce à votre ténacité.
Je suis le CBO; Chief Bouffe Officer qui vous aime beaucoup !"
5c656b9664710a0001857753,00143,Excellente Journée à tous 
5c65756d64710a0001857755,00002,"Aujourd’hui la BUSIRH est le résultat de toutes les pierres posées par nos consultants, grâce à leur implication et la qualité de prestation chez nos clients. Un grand MERCI à chacun de vous !"
5c65791264710a0001857756,00003,Joyeuse saint valentin à tous...
5c6579c664710a0001857757,00089,HR TEAM ❤ ❤ ❤
5c65856764710a000185775b,00118,"Action non supervisée par notre CBO :P
Merci au sonponsor JBT! ... Ce fut un régale!
#GreedyColleagues  #Advyteam #LunchTime"
5c65a24064710a000185775f,00048,"Fier de vous connaitre, de vous côtoyer au quotidien, d'apprendre de vous et de grandir avec vous.
Thank you Ma Dream Team chérie. Je vous AIME !"
5c671051b361ed00019e65e0,00011,ça bosse ça bosse le vendredi après le boulot:) Bon weekend à tous !
5c6a819eb361ed00019e65e6,00002,Happy Happy Haythem !
5c6abcd7b361ed00019e65ef,00052,"L’une des meilleures façons d’aider quelqu’un est de lui donner une responsabilité et de lui faire savoir que vous lui faites confiance.

Booker T. Washington"
5c6b3344b361ed00019e65f5,00032,Say what's on your mind !
5c6c0bd9b361ed00019e65fb,00118,
5c6c1ab4b361ed00019e65fd,00039,Le CBO en action avec mon Coach ! Sweet popcorn...
5c6d3843b361ed00019e6603,00003,Devan et ses drôles de dames...
5c6d4768b361ed00019e6604,00072,Accretio s'exporte au Brésil 🇧🇷✌😋
5c6d4b8db361ed00019e6605,00139,C'est avec un grand plaisir que je souhaite la bienvenue à Hana CHABBOUH notre nouvelle comptable .Tous mes vœux de réussite t'accompagnent.
5c6d715fb361ed00019e6610,00068,Advygirls à HR Expo 👭
5c6dbd32b361ed00019e6613,00079,"Neuf personnes sur dix aiment le chocolat ; la dixième ment
"
5c6dc026b361ed00019e6615,nan,
5c6dc026b361ed00019e6616,nan,
5c6dc026b361ed00019e6617,nan,
5c6dc026b361ed00019e6618,nan,
5c6dc026b361ed00019e6619,00039,"Il n'avait pas envie, mais le medecin l'a obligé a suivre ce régime. # Marou le sportif"
5c6e6632b361ed00019e6623,00011,
5c6e6632b361ed00019e6624,00011,
5c6e6632b361ed00019e6625,00011,"Arrivée de Kais et Mohamed : ça se fête dignement ... 
Excellent moment partagé avec vous, as usual  :)"
5c6e6f26b361ed00019e662a,00053,Happy birthday beau gosse 🧡
5c6eafcbb361ed00019e6645,00142,
5c6eafcbb361ed00019e6646,00142,
5c6eafcbb361ed00019e6647,00142,2nd round at #HR expo 
5c6ecda5b361ed00019e664e,00138,"rencontre RH Afrique quand accretio devient un outil d amélioration de la QVT au quotidien speech en mode impro totale merci Maïssa pour les anti sèches et l arbre a palabre a retenu l attention des 50 participants.
"
5c6ef13eb361ed00019e6656,00039,Un déjeuner avec nos partenaires Luxembourgeois ! Marouane suit encore les conseils de son medecin :-)
5c6fc2c6b361ed00019e6666,00033,"HELLO,JUST A FRIENDLY REMINDER!"
5c6fdc5eb361ed00019e666a,00024,Visite surprise de notre collègue Imam 😄
5c701806b361ed00019e666e,00066,
5c701806b361ed00019e666f,00066,
5c701806b361ed00019e6670,00066,
5c701806b361ed00019e6671,00066,
5c701806b361ed00019e6672,00066,
5c701806b361ed00019e6673,00066,
5c701806b361ed00019e6674,00066,Creativity makes us most alive ! 
